,CODE_ZIP,AMT_NET_INCOME,AMT_REQUESTED_TICKET,TEXT_BANK,NUM_AGE,TEXT_GENDER,NFLAG_MOBILEDEVICE,CODE_IP_1,NUM_LEVEN_EMAIL,NFLAG_EMAIL_NUMERAL,CNT_REJECTED,NUM_DAYS_CREDIT_HISTORY,TARGET,age_range,GENDER,NAZOKRESU
15127,53002,25000,10000.0,"Česká spořitelna, a.s.",62,Žena,0,109,25,0,1,3000,0,56 - 68,1,Pardubice
15128,53002,25000,10000.0,"Česká spořitelna, a.s.",62,Žena,0,109,25,0,1,3000,0,56 - 68,1,Pardubice
15129,53002,25000,10000.0,"Česká spořitelna, a.s.",62,Žena,0,109,25,0,1,3000,0,56 - 68,1,Pardubice
15130,53002,25000,10000.0,"Česká spořitelna, a.s.",62,Žena,0,109,25,0,1,3000,0,56 - 68,1,Pardubice
17037,35601,70000,15000.0,"Fio banka, a.s.",50,Muž,0,94,91,0,0,3000,0,43 - 55,0,Sokolov
17038,35601,70000,15000.0,"Fio banka, a.s.",50,Muž,0,94,91,0,0,3000,0,43 - 55,0,Sokolov
17039,35601,70000,15000.0,"Fio banka, a.s.",50,Muž,0,94,91,0,0,3000,0,43 - 55,0,Sokolov
15118,53002,25000,10000.0,"Česká spořitelna, a.s.",62,Žena,0,109,25,0,1,3000,0,56 - 68,1,Pardubice
15119,53002,25000,10000.0,"Česká spořitelna, a.s.",62,Žena,0,109,25,0,1,3000,0,56 - 68,1,Pardubice
15120,53002,25000,10000.0,"Česká spořitelna, a.s.",62,Žena,0,109,25,0,1,3000,0,56 - 68,1,Pardubice
15121,53002,25000,10000.0,"Česká spořitelna, a.s.",62,Žena,0,109,25,0,1,3000,0,56 - 68,1,Pardubice
15122,53002,25000,10000.0,"Česká spořitelna, a.s.",62,Žena,0,109,25,0,1,3000,0,56 - 68,1,Pardubice
15123,53002,25000,10000.0,"Česká spořitelna, a.s.",62,Žena,0,109,25,0,1,3000,0,56 - 68,1,Pardubice
15124,53002,25000,10000.0,"Česká spořitelna, a.s.",62,Žena,0,109,25,0,1,3000,0,56 - 68,1,Pardubice
15152,53002,25000,10000.0,"Česká spořitelna, a.s.",62,Žena,0,109,25,0,1,3000,0,56 - 68,1,Pardubice
17028,35601,70000,15000.0,"Fio banka, a.s.",50,Muž,0,94,91,0,0,3000,0,43 - 55,0,Sokolov
17032,35601,70000,15000.0,"Fio banka, a.s.",50,Muž,0,94,91,0,0,3000,0,43 - 55,0,Sokolov
17033,35601,70000,15000.0,"Fio banka, a.s.",50,Muž,0,94,91,0,0,3000,0,43 - 55,0,Sokolov
17034,35601,70000,15000.0,"Fio banka, a.s.",50,Muž,0,94,91,0,0,3000,0,43 - 55,0,Sokolov
17035,35601,70000,15000.0,"Fio banka, a.s.",50,Muž,0,94,91,0,0,3000,0,43 - 55,0,Sokolov
17036,35601,70000,15000.0,"Fio banka, a.s.",50,Muž,0,94,91,0,0,3000,0,43 - 55,0,Sokolov
17014,35601,70000,15000.0,"Fio banka, a.s.",50,Muž,0,94,91,0,0,3000,0,43 - 55,0,Sokolov
17015,35601,70000,15000.0,"Fio banka, a.s.",50,Muž,0,94,91,0,0,3000,0,43 - 55,0,Sokolov
17016,35601,70000,15000.0,"Fio banka, a.s.",50,Muž,0,94,91,0,0,3000,0,43 - 55,0,Sokolov
17017,35601,70000,15000.0,"Fio banka, a.s.",50,Muž,0,94,91,0,0,3000,0,43 - 55,0,Sokolov
17018,35601,70000,15000.0,"Fio banka, a.s.",50,Muž,0,94,91,0,0,3000,0,43 - 55,0,Sokolov
17019,35601,70000,15000.0,"Fio banka, a.s.",50,Muž,0,94,91,0,0,3000,0,43 - 55,0,Sokolov
17029,35601,70000,15000.0,"Fio banka, a.s.",50,Muž,0,94,91,0,0,3000,0,43 - 55,0,Sokolov
17030,35601,70000,15000.0,"Fio banka, a.s.",50,Muž,0,94,91,0,0,3000,0,43 - 55,0,Sokolov
17031,35601,70000,15000.0,"Fio banka, a.s.",50,Muž,0,94,91,0,0,3000,0,43 - 55,0,Sokolov
7469,19000,32000,10000.0,"Komerční banka, a.s.",45,Muž,0,89,14,0,1,3000,0,43 - 55,0,Hlavní město Praha
7470,19000,32000,10000.0,"Komerční banka, a.s.",45,Muž,0,89,14,0,1,3000,0,43 - 55,0,Hlavní město Praha
7471,19000,32000,10000.0,"Komerční banka, a.s.",45,Muž,0,89,14,0,1,3000,0,43 - 55,0,Hlavní město Praha
7472,19000,32000,10000.0,"Komerční banka, a.s.",45,Muž,0,89,14,0,1,3000,0,43 - 55,0,Hlavní město Praha
15125,53002,25000,10000.0,"Česká spořitelna, a.s.",62,Žena,0,109,25,0,1,3000,0,56 - 68,1,Pardubice
15138,53002,25000,10000.0,"Česká spořitelna, a.s.",62,Žena,0,109,25,0,1,3000,0,56 - 68,1,Pardubice
15139,53002,25000,10000.0,"Česká spořitelna, a.s.",62,Žena,0,109,25,0,1,3000,0,56 - 68,1,Pardubice
15140,53002,25000,10000.0,"Česká spořitelna, a.s.",62,Žena,0,109,25,0,1,3000,0,56 - 68,1,Pardubice
15149,53002,25000,10000.0,"Česká spořitelna, a.s.",62,Žena,0,109,25,0,1,3000,0,56 - 68,1,Pardubice
15150,53002,25000,10000.0,"Česká spořitelna, a.s.",62,Žena,0,109,25,0,1,3000,0,56 - 68,1,Pardubice
15151,53002,25000,10000.0,"Česká spořitelna, a.s.",62,Žena,0,109,25,0,1,3000,0,56 - 68,1,Pardubice
15126,53002,25000,10000.0,"Česká spořitelna, a.s.",62,Žena,0,109,25,0,1,3000,0,56 - 68,1,Pardubice
15109,53002,25000,10000.0,"Česká spořitelna, a.s.",62,Žena,0,109,25,0,1,3000,0,56 - 68,1,Pardubice
17024,35601,70000,15000.0,"Fio banka, a.s.",50,Muž,0,94,91,0,0,3000,0,43 - 55,0,Sokolov
17025,35601,70000,15000.0,"Fio banka, a.s.",50,Muž,0,94,91,0,0,3000,0,43 - 55,0,Sokolov
17026,35601,70000,15000.0,"Fio banka, a.s.",50,Muž,0,94,91,0,0,3000,0,43 - 55,0,Sokolov
17027,35601,70000,15000.0,"Fio banka, a.s.",50,Muž,0,94,91,0,0,3000,0,43 - 55,0,Sokolov
17020,35601,70000,15000.0,"Fio banka, a.s.",50,Muž,0,94,91,0,0,3000,0,43 - 55,0,Sokolov
7468,19000,32000,10000.0,"Komerční banka, a.s.",45,Muž,0,89,14,0,1,3000,0,43 - 55,0,Hlavní město Praha
15110,53002,25000,10000.0,"Česká spořitelna, a.s.",62,Žena,0,109,25,0,1,3000,0,56 - 68,1,Pardubice
15111,53002,25000,10000.0,"Česká spořitelna, a.s.",62,Žena,0,109,25,0,1,3000,0,56 - 68,1,Pardubice
15112,53002,25000,10000.0,"Česká spořitelna, a.s.",62,Žena,0,109,25,0,1,3000,0,56 - 68,1,Pardubice
15137,53002,25000,10000.0,"Česká spořitelna, a.s.",62,Žena,0,109,25,0,1,3000,0,56 - 68,1,Pardubice
41009,29301,16000,15000.0,"MONETA Money Bank, a.s.",43,Žena,1,109,91,0,1,3000,0,43 - 55,1,Mladá Boleslav
41008,29301,16000,15000.0,"MONETA Money Bank, a.s.",43,Žena,1,109,91,0,1,3000,0,43 - 55,1,Mladá Boleslav
41007,29301,16000,15000.0,"MONETA Money Bank, a.s.",43,Žena,1,109,91,0,1,3000,0,43 - 55,1,Mladá Boleslav
41006,29301,16000,15000.0,"MONETA Money Bank, a.s.",43,Žena,1,109,91,0,1,3000,0,43 - 55,1,Mladá Boleslav
7466,19000,32000,10000.0,"Komerční banka, a.s.",45,Muž,0,89,14,0,1,3000,0,43 - 55,0,Hlavní město Praha
7467,19000,32000,10000.0,"Komerční banka, a.s.",45,Muž,0,89,14,0,1,3000,0,43 - 55,0,Hlavní město Praha
7465,19000,32000,10000.0,"Komerční banka, a.s.",45,Muž,0,89,14,0,1,3000,0,43 - 55,0,Hlavní město Praha
41005,29301,16000,15000.0,"MONETA Money Bank, a.s.",43,Žena,1,109,91,0,1,3000,0,43 - 55,1,Mladá Boleslav
41016,29301,16000,15000.0,"MONETA Money Bank, a.s.",43,Žena,1,109,91,0,1,3000,0,43 - 55,1,Mladá Boleslav
41004,29301,16000,15000.0,"MONETA Money Bank, a.s.",43,Žena,1,109,91,0,1,3000,0,43 - 55,1,Mladá Boleslav
41003,29301,16000,15000.0,"MONETA Money Bank, a.s.",43,Žena,1,109,91,0,1,3000,0,43 - 55,1,Mladá Boleslav
41013,29301,16000,15000.0,"MONETA Money Bank, a.s.",43,Žena,1,109,91,0,1,3000,0,43 - 55,1,Mladá Boleslav
15114,53002,25000,10000.0,"Česká spořitelna, a.s.",62,Žena,0,109,25,0,1,3000,0,56 - 68,1,Pardubice
15115,53002,25000,10000.0,"Česká spořitelna, a.s.",62,Žena,0,109,25,0,1,3000,0,56 - 68,1,Pardubice
15116,53002,25000,10000.0,"Česká spořitelna, a.s.",62,Žena,0,109,25,0,1,3000,0,56 - 68,1,Pardubice
41015,29301,16000,15000.0,"MONETA Money Bank, a.s.",43,Žena,1,109,91,0,1,3000,0,43 - 55,1,Mladá Boleslav
41014,29301,16000,15000.0,"MONETA Money Bank, a.s.",43,Žena,1,109,91,0,1,3000,0,43 - 55,1,Mladá Boleslav
41012,29301,16000,15000.0,"MONETA Money Bank, a.s.",43,Žena,1,109,91,0,1,3000,0,43 - 55,1,Mladá Boleslav
41011,29301,16000,15000.0,"MONETA Money Bank, a.s.",43,Žena,1,109,91,0,1,3000,0,43 - 55,1,Mladá Boleslav
41010,29301,16000,15000.0,"MONETA Money Bank, a.s.",43,Žena,1,109,91,0,1,3000,0,43 - 55,1,Mladá Boleslav
41020,29301,16000,15000.0,"MONETA Money Bank, a.s.",43,Žena,1,109,91,0,1,3000,0,43 - 55,1,Mladá Boleslav
41019,29301,16000,15000.0,"MONETA Money Bank, a.s.",43,Žena,1,109,91,0,1,3000,0,43 - 55,1,Mladá Boleslav
41018,29301,16000,15000.0,"MONETA Money Bank, a.s.",43,Žena,1,109,91,0,1,3000,0,43 - 55,1,Mladá Boleslav
41017,29301,16000,15000.0,"MONETA Money Bank, a.s.",43,Žena,1,109,91,0,1,3000,0,43 - 55,1,Mladá Boleslav
62444,73514,24000,2000.0,Air Bank a.s.,44,Žena,1,193,36,0,1,3000,0,43 - 55,1,Karviná
52463,79501,22000,5000.0,"Komerční banka, a.s.",43,Žena,0,88,34,0,1,3000,0,43 - 55,1,Bruntál
52466,79501,22000,5000.0,"Komerční banka, a.s.",43,Žena,0,88,34,0,1,3000,0,43 - 55,1,Bruntál
52472,79501,22000,5000.0,"Komerční banka, a.s.",43,Žena,0,88,34,0,1,3000,0,43 - 55,1,Bruntál
62443,73514,24000,2000.0,Air Bank a.s.,44,Žena,1,193,36,0,1,3000,0,43 - 55,1,Karviná
52468,79501,22000,5000.0,"Komerční banka, a.s.",43,Žena,0,88,34,0,1,3000,0,43 - 55,1,Bruntál
52465,79501,22000,5000.0,"Komerční banka, a.s.",43,Žena,0,88,34,0,1,3000,0,43 - 55,1,Bruntál
52473,79501,22000,5000.0,"Komerční banka, a.s.",43,Žena,0,88,34,0,1,3000,0,43 - 55,1,Bruntál
52464,79501,22000,5000.0,"Komerční banka, a.s.",43,Žena,0,88,34,0,1,3000,0,43 - 55,1,Bruntál
52471,79501,22000,5000.0,"Komerční banka, a.s.",43,Žena,0,88,34,0,1,3000,0,43 - 55,1,Bruntál
52470,79501,22000,5000.0,"Komerční banka, a.s.",43,Žena,0,88,34,0,1,3000,0,43 - 55,1,Bruntál
52469,79501,22000,5000.0,"Komerční banka, a.s.",43,Žena,0,88,34,0,1,3000,0,43 - 55,1,Bruntál
52467,79501,22000,5000.0,"Komerční banka, a.s.",43,Žena,0,88,34,0,1,3000,0,43 - 55,1,Bruntál
41026,29301,16000,15000.0,"MONETA Money Bank, a.s.",43,Žena,1,109,91,0,1,3000,0,43 - 55,1,Mladá Boleslav
41025,29301,16000,15000.0,"MONETA Money Bank, a.s.",43,Žena,1,109,91,0,1,3000,0,43 - 55,1,Mladá Boleslav
41024,29301,16000,15000.0,"MONETA Money Bank, a.s.",43,Žena,1,109,91,0,1,3000,0,43 - 55,1,Mladá Boleslav
41023,29301,16000,15000.0,"MONETA Money Bank, a.s.",43,Žena,1,109,91,0,1,3000,0,43 - 55,1,Mladá Boleslav
41022,29301,16000,15000.0,"MONETA Money Bank, a.s.",43,Žena,1,109,91,0,1,3000,0,43 - 55,1,Mladá Boleslav
41021,29301,16000,15000.0,"MONETA Money Bank, a.s.",43,Žena,1,109,91,0,1,3000,0,43 - 55,1,Mladá Boleslav
15131,53002,25000,10000.0,"Česká spořitelna, a.s.",62,Žena,0,109,25,0,1,3000,0,56 - 68,1,Pardubice
15132,53002,25000,10000.0,"Česká spořitelna, a.s.",62,Žena,0,109,25,0,1,3000,0,56 - 68,1,Pardubice
15153,53002,25000,10000.0,"Česká spořitelna, a.s.",62,Žena,0,109,25,0,1,3000,0,56 - 68,1,Pardubice
15142,53002,25000,10000.0,"Česká spořitelna, a.s.",62,Žena,0,109,25,0,1,3000,0,56 - 68,1,Pardubice
15143,53002,25000,10000.0,"Česká spořitelna, a.s.",62,Žena,0,109,25,0,1,3000,0,56 - 68,1,Pardubice
15136,53002,25000,10000.0,"Česká spořitelna, a.s.",62,Žena,0,109,25,0,1,3000,0,56 - 68,1,Pardubice
15113,53002,25000,10000.0,"Česká spořitelna, a.s.",62,Žena,0,109,25,0,1,3000,0,56 - 68,1,Pardubice
17021,35601,70000,15000.0,"Fio banka, a.s.",50,Muž,0,94,91,0,0,3000,0,43 - 55,0,Sokolov
17022,35601,70000,15000.0,"Fio banka, a.s.",50,Muž,0,94,91,0,0,3000,0,43 - 55,0,Sokolov
17023,35601,70000,15000.0,"Fio banka, a.s.",50,Muž,0,94,91,0,0,3000,0,43 - 55,0,Sokolov
15144,53002,25000,10000.0,"Česká spořitelna, a.s.",62,Žena,0,109,25,0,1,3000,0,56 - 68,1,Pardubice
62442,73514,24000,2000.0,Air Bank a.s.,44,Žena,1,193,36,0,1,3000,0,43 - 55,1,Karviná
15145,53002,25000,10000.0,"Česká spořitelna, a.s.",62,Žena,0,109,25,0,1,3000,0,56 - 68,1,Pardubice
15146,53002,25000,10000.0,"Česká spořitelna, a.s.",62,Žena,0,109,25,0,1,3000,0,56 - 68,1,Pardubice
15147,53002,25000,10000.0,"Česká spořitelna, a.s.",62,Žena,0,109,25,0,1,3000,0,56 - 68,1,Pardubice
15148,53002,25000,10000.0,"Česká spořitelna, a.s.",62,Žena,0,109,25,0,1,3000,0,56 - 68,1,Pardubice
50425,39816,70000,15000.0,Air Bank a.s.,63,Muž,1,37,29,1,1,3000,0,56 - 68,0,Písek
15154,53002,25000,10000.0,"Česká spořitelna, a.s.",62,Žena,0,109,25,0,1,3000,0,56 - 68,1,Pardubice
15133,53002,25000,10000.0,"Česká spořitelna, a.s.",62,Žena,0,109,25,0,1,3000,0,56 - 68,1,Pardubice
15134,53002,25000,10000.0,"Česká spořitelna, a.s.",62,Žena,0,109,25,0,1,3000,0,56 - 68,1,Pardubice
66708,39101,14000,8000.0,"Československá obchodní banka, a.s.",56,Žena,1,37,48,0,0,3050,0,56 - 68,1,Tábor
70703,35735,20000,9000.0,Air Bank a.s.,43,Žena,0,109,93,0,1,3050,0,43 - 55,1,Sokolov
70699,35735,20000,9000.0,Air Bank a.s.,43,Žena,0,109,93,0,1,3050,0,43 - 55,1,Karlovy Vary
51437,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51438,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51439,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51440,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51441,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51442,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51428,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Semily
51417,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51409,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51464,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51421,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51422,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51423,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51424,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51425,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51426,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51427,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51429,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51457,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51463,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51460,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51462,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51461,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
55678,50601,30000,15000.0,"MONETA Money Bank, a.s.",45,Muž,0,98,70,0,1,3050,0,43 - 55,0,Jičín
55744,50601,30000,15000.0,"MONETA Money Bank, a.s.",45,Muž,0,98,70,0,1,3050,0,43 - 55,0,Jičín
51473,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
55747,50601,30000,15000.0,"MONETA Money Bank, a.s.",45,Muž,0,98,70,0,1,3050,0,43 - 55,0,Jičín
55746,50601,30000,15000.0,"MONETA Money Bank, a.s.",45,Muž,0,98,70,0,1,3050,0,43 - 55,0,Jičín
55745,50601,30000,15000.0,"MONETA Money Bank, a.s.",45,Muž,0,98,70,0,1,3050,0,43 - 55,0,Jičín
55711,50601,30000,15000.0,"MONETA Money Bank, a.s.",45,Muž,0,98,70,0,1,3050,0,43 - 55,0,Jičín
51501,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51472,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51488,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51502,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51459,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51450,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51471,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51470,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51469,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51468,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51467,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51466,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51465,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51446,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51445,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51444,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
55677,50601,30000,15000.0,"MONETA Money Bank, a.s.",45,Muž,0,98,70,0,1,3050,0,43 - 55,0,Jičín
55708,50601,30000,15000.0,"MONETA Money Bank, a.s.",45,Muž,0,98,70,0,1,3050,0,43 - 55,0,Jičín
55707,50601,30000,15000.0,"MONETA Money Bank, a.s.",45,Muž,0,98,70,0,1,3050,0,43 - 55,0,Jičín
55706,50601,30000,15000.0,"MONETA Money Bank, a.s.",45,Muž,0,98,70,0,1,3050,0,43 - 55,0,Jičín
55705,50601,30000,15000.0,"MONETA Money Bank, a.s.",45,Muž,0,98,70,0,1,3050,0,43 - 55,0,Jičín
55704,50601,30000,15000.0,"MONETA Money Bank, a.s.",45,Muž,0,98,70,0,1,3050,0,43 - 55,0,Jičín
55743,50601,30000,15000.0,"MONETA Money Bank, a.s.",45,Muž,0,98,70,0,1,3050,0,43 - 55,0,Jičín
55758,50601,30000,15000.0,"MONETA Money Bank, a.s.",45,Muž,0,98,70,0,1,3050,0,43 - 55,0,Jičín
55757,50601,30000,15000.0,"MONETA Money Bank, a.s.",45,Muž,0,98,70,0,1,3050,0,43 - 55,0,Jičín
55742,50601,30000,15000.0,"MONETA Money Bank, a.s.",45,Muž,0,98,70,0,1,3050,0,43 - 55,0,Jičín
55710,50601,30000,15000.0,"MONETA Money Bank, a.s.",45,Muž,0,98,70,0,1,3050,0,43 - 55,0,Jičín
55727,50601,30000,15000.0,"MONETA Money Bank, a.s.",45,Muž,0,98,70,0,1,3050,0,43 - 55,0,Jičín
55709,50601,30000,15000.0,"MONETA Money Bank, a.s.",45,Muž,0,98,70,0,1,3050,0,43 - 55,0,Jičín
55740,50601,30000,15000.0,"MONETA Money Bank, a.s.",45,Muž,0,98,70,0,1,3050,0,43 - 55,0,Jičín
55696,50601,30000,15000.0,"MONETA Money Bank, a.s.",45,Muž,0,98,70,0,1,3050,0,43 - 55,0,Jičín
51484,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51485,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51486,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51487,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51489,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
55700,50601,30000,15000.0,"MONETA Money Bank, a.s.",45,Muž,0,98,70,0,1,3050,0,43 - 55,0,Jičín
55701,50601,30000,15000.0,"MONETA Money Bank, a.s.",45,Muž,0,98,70,0,1,3050,0,43 - 55,0,Jičín
55702,50601,30000,15000.0,"MONETA Money Bank, a.s.",45,Muž,0,98,70,0,1,3050,0,43 - 55,0,Jičín
55703,50601,30000,15000.0,"MONETA Money Bank, a.s.",45,Muž,0,98,70,0,1,3050,0,43 - 55,0,Jičín
51478,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51479,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51480,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51494,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51495,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51496,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Semily
51497,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51498,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51499,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51490,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51491,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51492,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51493,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51447,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51448,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51449,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
55697,50601,30000,15000.0,"MONETA Money Bank, a.s.",45,Muž,0,98,70,0,1,3050,0,43 - 55,0,Jičín
51451,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51452,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51453,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51454,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51455,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
51456,50601,18000,15000.0,"Česká spořitelna, a.s.",42,Žena,1,86,17,1,1,3050,1,43 - 55,1,Jičín
55755,50601,30000,15000.0,"MONETA Money Bank, a.s.",45,Muž,0,98,70,0,1,3050,0,43 - 55,0,Jičín
55756,50601,30000,15000.0,"MONETA Money Bank, a.s.",45,Muž,0,98,70,0,1,3050,0,43 - 55,0,Jičín
55698,50601,30000,15000.0,"MONETA Money Bank, a.s.",45,Muž,0,98,70,0,1,3050,0,43 - 55,0,Jičín
55699,50601,30000,15000.0,"MONETA Money Bank, a.s.",45,Muž,0,98,70,0,1,3050,0,43 - 55,0,Jičín
