,CODE_ZIP,AMT_NET_INCOME,AMT_REQUESTED_TICKET,TEXT_BANK,NUM_AGE,TEXT_GENDER,NFLAG_MOBILEDEVICE,CODE_IP_1,NUM_LEVEN_EMAIL,NFLAG_EMAIL_NUMERAL,CNT_REJECTED,NUM_DAYS_CREDIT_HISTORY,TARGET,age_range,GENDER,NAZOKRESU
52303,68201,35000,10000.0,"Česká spořitelna, a.s.",52,Muž,0,86,94,0,1,1650,0,43 - 55,0,Vykov
12294,41901,22500,8000.0,Raiffeisenbank a.s.,53,Žena,0,89,92,0,0,1650,1,43 - 55,1,Teplice
12295,41901,22500,8000.0,Raiffeisenbank a.s.,53,Žena,0,89,92,0,0,1650,1,43 - 55,1,Teplice
52329,68201,35000,10000.0,"Česká spořitelna, a.s.",52,Muž,0,86,94,0,1,1650,0,43 - 55,0,Vykov
52328,68201,35000,10000.0,"Česká spořitelna, a.s.",52,Muž,0,86,94,0,1,1650,0,43 - 55,0,Vykov
52327,68201,35000,10000.0,"Česká spořitelna, a.s.",52,Muž,0,86,94,0,1,1650,0,43 - 55,0,Vykov
52325,68201,35000,10000.0,"Česká spořitelna, a.s.",52,Muž,0,86,94,0,1,1650,0,43 - 55,0,Vykov
52324,68201,35000,10000.0,"Česká spořitelna, a.s.",52,Muž,0,86,94,0,1,1650,0,43 - 55,0,Vykov
18236,40753,22000,10000.0,"MONETA Money Bank, a.s.",58,Muž,0,193,25,1,0,1650,0,56 - 68,0,Děčín
18234,40753,22000,10000.0,"MONETA Money Bank, a.s.",58,Muž,0,193,25,1,0,1650,0,56 - 68,0,Děčín
52323,68201,35000,10000.0,"Česká spořitelna, a.s.",52,Muž,0,86,94,0,1,1650,0,43 - 55,0,Vykov
18451,73514,18000,5000.0,"Československá obchodní banka, a.s.",47,Žena,0,95,90,0,1,1650,0,43 - 55,1,Karviná
52326,68201,35000,10000.0,"Česká spořitelna, a.s.",52,Muž,0,86,94,0,1,1650,0,43 - 55,0,Vykov
52307,68201,35000,10000.0,"Česká spořitelna, a.s.",52,Muž,0,86,94,0,1,1650,0,43 - 55,0,Vykov
52306,68201,35000,10000.0,"Česká spořitelna, a.s.",52,Muž,0,86,94,0,1,1650,0,43 - 55,0,Vykov
70218,73601,77000,15000.0,Equa bank a.s.,42,Žena,1,10,93,0,1,1650,0,43 - 55,1,Karviná
70213,73601,77000,15000.0,Equa bank a.s.,42,Žena,1,10,93,0,1,1650,0,43 - 55,1,Karviná
70214,73601,77000,15000.0,Equa bank a.s.,42,Žena,1,10,93,0,1,1650,0,43 - 55,1,Frýdek-Místek
70215,73601,77000,15000.0,Equa bank a.s.,42,Žena,1,10,93,0,1,1650,0,43 - 55,1,Karviná
70216,73601,77000,15000.0,Equa bank a.s.,42,Žena,1,10,93,0,1,1650,0,43 - 55,1,Karviná
70217,73601,77000,15000.0,Equa bank a.s.,42,Žena,1,10,93,0,1,1650,0,43 - 55,1,Karviná
18452,73514,18000,5000.0,"Československá obchodní banka, a.s.",47,Žena,0,95,90,0,1,1650,0,43 - 55,1,Karviná
18453,73514,18000,5000.0,"Československá obchodní banka, a.s.",47,Žena,0,95,90,0,1,1650,0,43 - 55,1,Karviná
52302,68201,35000,10000.0,"Česká spořitelna, a.s.",52,Muž,0,86,94,0,1,1650,0,43 - 55,0,Vykov
52301,68201,35000,10000.0,"Česká spořitelna, a.s.",52,Muž,0,86,94,0,1,1650,0,43 - 55,0,Vykov
52330,68201,35000,10000.0,"Česká spořitelna, a.s.",52,Muž,0,86,94,0,1,1650,0,43 - 55,0,Vykov
70212,73601,77000,15000.0,Equa bank a.s.,42,Žena,1,10,93,0,1,1650,0,43 - 55,1,Karviná
70153,70030,20000,8000.0,"Česká spořitelna, a.s.",45,Žena,0,193,43,0,0,1650,0,43 - 55,1,Ostrava-město
39327,70030,15000,6000.0,"Komerční banka, a.s.",64,Žena,0,193,95,0,0,1650,0,56 - 68,1,Ostrava-město
45213,28911,41099,6000.0,"Česká spořitelna, a.s.",43,Muž,1,46,86,0,1,1650,0,43 - 55,0,Kolín
160,53002,27000,10000.0,"MONETA Money Bank, a.s.",44,Žena,1,37,32,0,1,1650,0,43 - 55,1,Pardubice
159,53002,27000,10000.0,"MONETA Money Bank, a.s.",44,Žena,1,37,32,0,1,1650,0,43 - 55,1,Pardubice
193,53002,27000,10000.0,"MONETA Money Bank, a.s.",44,Žena,1,37,32,0,1,1650,0,43 - 55,1,Pardubice
192,53002,27000,10000.0,"MONETA Money Bank, a.s.",44,Žena,1,37,32,0,1,1650,0,43 - 55,1,Pardubice
70152,70030,20000,8000.0,"Česká spořitelna, a.s.",45,Žena,0,193,43,0,0,1650,0,43 - 55,1,Ostrava-město
18235,40753,22000,10000.0,"MONETA Money Bank, a.s.",58,Muž,0,193,25,1,0,1650,0,56 - 68,0,Děčín
18237,40753,22000,10000.0,"MONETA Money Bank, a.s.",58,Muž,0,193,25,1,0,1650,0,56 - 68,0,Děčín
50894,67175,28000,4000.0,"MONETA Money Bank, a.s.",49,Muž,0,85,9,0,1,1650,0,43 - 55,0,Znojmo
50892,67175,28000,4000.0,"MONETA Money Bank, a.s.",49,Muž,0,85,9,0,1,1650,0,43 - 55,0,Znojmo
39334,70030,15000,6000.0,"Komerční banka, a.s.",64,Žena,0,193,95,0,0,1650,0,56 - 68,1,Ostrava-město
70158,70030,20000,8000.0,"Česká spořitelna, a.s.",45,Žena,0,193,43,0,0,1650,0,43 - 55,1,Ostrava-město
70155,70030,20000,8000.0,"Česká spořitelna, a.s.",45,Žena,0,193,43,0,0,1650,0,43 - 55,1,Ostrava-město
70156,70030,20000,8000.0,"Česká spořitelna, a.s.",45,Žena,0,193,43,0,0,1650,0,43 - 55,1,Ostrava-město
70149,70030,20000,8000.0,"Česká spořitelna, a.s.",45,Žena,0,193,43,0,0,1650,0,43 - 55,1,Ostrava-město
70150,70030,20000,8000.0,"Česká spořitelna, a.s.",45,Žena,0,193,43,0,0,1650,0,43 - 55,1,Ostrava-město
70151,70030,20000,8000.0,"Česká spořitelna, a.s.",45,Žena,0,193,43,0,0,1650,0,43 - 55,1,Ostrava-město
39326,70030,15000,6000.0,"Komerční banka, a.s.",64,Žena,0,193,95,0,0,1650,0,56 - 68,1,Ostrava-město
70154,70030,20000,8000.0,"Česká spořitelna, a.s.",45,Žena,0,193,43,0,0,1650,0,43 - 55,1,Ostrava-město
50891,67175,28000,4000.0,"MONETA Money Bank, a.s.",49,Muž,0,85,9,0,1,1650,0,43 - 55,0,Znojmo
50890,67175,28000,4000.0,"MONETA Money Bank, a.s.",49,Muž,0,85,9,0,1,1650,0,43 - 55,0,Brno-venkov
165,53002,27000,10000.0,"MONETA Money Bank, a.s.",44,Žena,1,37,32,0,1,1650,0,43 - 55,1,Pardubice
163,53002,27000,10000.0,"MONETA Money Bank, a.s.",44,Žena,1,37,32,0,1,1650,0,43 - 55,1,Pardubice
162,53002,27000,10000.0,"MONETA Money Bank, a.s.",44,Žena,1,37,32,0,1,1650,0,43 - 55,1,Pardubice
161,53002,27000,10000.0,"MONETA Money Bank, a.s.",44,Žena,1,37,32,0,1,1650,0,43 - 55,1,Pardubice
32936,59101,25000,5000.0,"MONETA Money Bank, a.s.",49,Žena,0,31,91,0,1,1700,0,43 - 55,1,Žďár nad Sázavou
32935,59101,25000,5000.0,"MONETA Money Bank, a.s.",49,Žena,0,31,91,0,1,1700,0,43 - 55,1,Žďár nad Sázavou
32913,59101,25000,5000.0,"MONETA Money Bank, a.s.",49,Žena,0,31,91,0,1,1700,0,43 - 55,1,Žďár nad Sázavou
32912,59101,25000,5000.0,"MONETA Money Bank, a.s.",49,Žena,0,31,91,0,1,1700,0,43 - 55,1,Žďár nad Sázavou
23597,32600,30000,2000.0,"MONETA Money Bank, a.s.",42,Žena,0,93,65,0,1,1700,0,43 - 55,1,Plzeň-město
58152,39426,22000,8000.0,"Česká spořitelna, a.s.",42,Muž,0,37,95,0,0,1700,0,43 - 55,0,Pelhřimov
23593,32600,30000,2000.0,"MONETA Money Bank, a.s.",42,Žena,0,93,65,0,1,1700,0,43 - 55,1,Plzeň-město
23594,32600,30000,2000.0,"MONETA Money Bank, a.s.",42,Žena,0,93,65,0,1,1700,0,43 - 55,1,Plzeň-město
32911,59101,25000,5000.0,"MONETA Money Bank, a.s.",49,Žena,0,31,91,0,1,1700,0,43 - 55,1,Žďár nad Sázavou
37390,28932,28500,1000.0,"MONETA Money Bank, a.s.",44,Žena,1,188,95,0,1,1700,0,43 - 55,1,Nymburk
71544,56203,16000,1000.0,"MONETA Money Bank, a.s.",60,Žena,1,82,31,1,1,1700,0,56 - 68,1,Ústí nad Orlicí
23595,32600,30000,2000.0,"MONETA Money Bank, a.s.",42,Žena,0,93,65,0,1,1700,0,43 - 55,1,Plzeň-město
23596,32600,30000,2000.0,"MONETA Money Bank, a.s.",42,Žena,0,93,65,0,1,1700,0,43 - 55,1,Plzeň-město
32923,59101,25000,5000.0,"MONETA Money Bank, a.s.",49,Žena,0,31,91,0,1,1700,0,43 - 55,1,Žďár nad Sázavou
32924,59101,25000,5000.0,"MONETA Money Bank, a.s.",49,Žena,0,31,91,0,1,1700,0,43 - 55,1,Žďár nad Sázavou
43379,33701,95000,15000.0,"Česká spořitelna, a.s.",49,Muž,0,77,91,0,1,1700,0,43 - 55,0,Rokycany
43380,33701,95000,15000.0,"Česká spořitelna, a.s.",49,Muž,0,77,91,0,1,1700,0,43 - 55,0,Rokycany
27975,16200,35000,15000.0,Raiffeisenbank a.s.,46,Muž,1,89,89,0,1,1700,0,43 - 55,0,Hlavní město Praha
32920,59101,25000,5000.0,"MONETA Money Bank, a.s.",49,Žena,0,31,91,0,1,1700,0,43 - 55,1,Žďár nad Sázavou
32921,59101,25000,5000.0,"MONETA Money Bank, a.s.",49,Žena,0,31,91,0,1,1700,0,43 - 55,1,Žďár nad Sázavou
32922,59101,25000,5000.0,"MONETA Money Bank, a.s.",49,Žena,0,31,91,0,1,1700,0,43 - 55,1,Žďár nad Sázavou
32915,59101,25000,5000.0,"MONETA Money Bank, a.s.",49,Žena,0,31,91,0,1,1700,0,43 - 55,1,Žďár nad Sázavou
32914,59101,25000,5000.0,"MONETA Money Bank, a.s.",49,Žena,0,31,91,0,1,1700,0,43 - 55,1,Žďár nad Sázavou
32909,59101,25000,5000.0,"MONETA Money Bank, a.s.",49,Žena,0,31,91,0,1,1700,0,43 - 55,1,Žďár nad Sázavou
32939,59101,25000,5000.0,"MONETA Money Bank, a.s.",49,Žena,0,31,91,0,1,1700,0,43 - 55,1,Žďár nad Sázavou
23598,32600,30000,2000.0,"MONETA Money Bank, a.s.",42,Žena,0,93,65,0,1,1700,0,43 - 55,1,Plzeň-město
23599,32600,30000,2000.0,"MONETA Money Bank, a.s.",42,Žena,0,93,65,0,1,1700,0,43 - 55,1,Plzeň-město
23592,32600,30000,2000.0,"MONETA Money Bank, a.s.",42,Žena,0,93,65,0,1,1700,0,43 - 55,1,Plzeň-město
23589,32600,30000,2000.0,"MONETA Money Bank, a.s.",42,Žena,0,93,65,0,1,1700,0,43 - 55,1,Plzeň-město
32917,59101,25000,5000.0,"MONETA Money Bank, a.s.",49,Žena,0,31,91,0,1,1700,0,43 - 55,1,Žďár nad Sázavou
32918,59101,25000,5000.0,"MONETA Money Bank, a.s.",49,Žena,0,31,91,0,1,1700,0,43 - 55,1,Žďár nad Sázavou
32919,59101,25000,5000.0,"MONETA Money Bank, a.s.",49,Žena,0,31,91,0,1,1700,0,43 - 55,1,Žďár nad Sázavou
10421,47127,11577,1000.0,"Československá obchodní banka, a.s.",42,Žena,1,188,80,1,2,1700,0,43 - 55,1,Česká Lípa
32937,59101,25000,5000.0,"MONETA Money Bank, a.s.",49,Žena,0,31,91,0,1,1700,0,43 - 55,1,Žďár nad Sázavou
32938,59101,25000,5000.0,"MONETA Money Bank, a.s.",49,Žena,0,31,91,0,1,1700,0,43 - 55,1,Žďár nad Sázavou
30654,41108,40000,10000.0,"Česká spořitelna, a.s.",43,Muž,1,95,71,0,1,1700,0,43 - 55,0,Litoměřice
30652,41108,40000,10000.0,"Česká spořitelna, a.s.",43,Muž,1,95,71,0,1,1700,0,43 - 55,0,Litoměřice
30658,41108,40000,10000.0,"Česká spořitelna, a.s.",43,Muž,1,95,71,0,1,1700,0,43 - 55,0,Litoměřice
40434,58833,45900,15000.0,"Komerční banka, a.s.",45,Žena,0,78,95,0,1,1700,0,43 - 55,1,Jihlava
32934,59101,25000,5000.0,"MONETA Money Bank, a.s.",49,Žena,0,31,91,0,1,1700,0,43 - 55,1,Žďár nad Sázavou
32933,59101,25000,5000.0,"MONETA Money Bank, a.s.",49,Žena,0,31,91,0,1,1700,0,43 - 55,1,Žďár nad Sázavou
32932,59101,25000,5000.0,"MONETA Money Bank, a.s.",49,Žena,0,31,91,0,1,1700,0,43 - 55,1,Žďár nad Sázavou
27976,16200,35000,15000.0,Raiffeisenbank a.s.,46,Muž,1,89,89,0,1,1700,0,43 - 55,0,Hlavní město Praha
27977,16200,35000,15000.0,Raiffeisenbank a.s.,46,Muž,1,89,89,0,1,1700,0,43 - 55,0,Hlavní město Praha
27979,16200,35000,15000.0,Raiffeisenbank a.s.,46,Muž,1,89,89,0,1,1700,0,43 - 55,0,Hlavní město Praha
27978,16200,35000,15000.0,Raiffeisenbank a.s.,46,Muž,1,89,89,0,1,1700,0,43 - 55,0,Hlavní město Praha
30648,41108,40000,10000.0,"Česká spořitelna, a.s.",43,Muž,1,95,71,0,1,1700,0,43 - 55,0,Litoměřice
32916,59101,25000,5000.0,"MONETA Money Bank, a.s.",49,Žena,0,31,91,0,1,1700,0,43 - 55,1,Žďár nad Sázavou
43377,33701,95000,15000.0,"Česká spořitelna, a.s.",49,Muž,0,77,91,0,1,1700,0,43 - 55,0,Rokycany
30657,41108,40000,10000.0,"Česká spořitelna, a.s.",43,Muž,1,95,71,0,1,1700,0,43 - 55,0,Litoměřice
30656,41108,40000,10000.0,"Česká spořitelna, a.s.",43,Muž,1,95,71,0,1,1700,0,43 - 55,0,Litoměřice
30655,41108,40000,10000.0,"Česká spořitelna, a.s.",43,Muž,1,95,71,0,1,1700,0,43 - 55,0,Litoměřice
30653,41108,40000,10000.0,"Česká spořitelna, a.s.",43,Muž,1,95,71,0,1,1700,0,43 - 55,0,Litoměřice
30651,41108,40000,10000.0,"Česká spořitelna, a.s.",43,Muž,1,95,71,0,1,1700,0,43 - 55,0,Litoměřice
30650,41108,40000,10000.0,"Česká spořitelna, a.s.",43,Muž,1,95,71,0,1,1700,0,43 - 55,0,Litoměřice
30649,41108,40000,10000.0,"Česká spořitelna, a.s.",43,Muž,1,95,71,0,1,1700,0,43 - 55,0,Litoměřice
30647,41108,40000,10000.0,"Česká spořitelna, a.s.",43,Muž,1,95,71,0,1,1700,0,43 - 55,0,Litoměřice
30646,41108,40000,10000.0,"Česká spořitelna, a.s.",43,Muž,1,95,71,0,1,1700,0,43 - 55,0,Litoměřice
30645,41108,40000,10000.0,"Česká spořitelna, a.s.",43,Muž,1,95,71,0,1,1700,0,43 - 55,0,Litoměřice
30644,41108,40000,10000.0,"Česká spořitelna, a.s.",43,Muž,1,95,71,0,1,1700,0,43 - 55,0,Litoměřice
30643,41108,40000,10000.0,"Česká spořitelna, a.s.",43,Muž,1,95,71,0,1,1700,0,43 - 55,0,Litoměřice
30642,41108,40000,10000.0,"Česká spořitelna, a.s.",43,Muž,1,95,71,0,1,1700,0,43 - 55,0,Litoměřice
30641,41108,40000,10000.0,"Česká spořitelna, a.s.",43,Muž,1,95,71,0,1,1700,0,43 - 55,0,Litoměřice
30640,41108,40000,10000.0,"Česká spořitelna, a.s.",43,Muž,1,95,71,0,1,1700,0,43 - 55,0,Litoměřice
40433,58833,45900,15000.0,"Komerční banka, a.s.",45,Žena,0,78,95,0,1,1700,0,43 - 55,1,Jihlava
30639,41108,40000,10000.0,"Česká spořitelna, a.s.",43,Muž,1,95,71,0,1,1700,0,43 - 55,0,Litoměřice
40427,58833,45900,15000.0,"Komerční banka, a.s.",45,Žena,0,78,95,0,1,1700,0,43 - 55,1,Jihlava
40429,58833,45900,15000.0,"Komerční banka, a.s.",45,Žena,0,78,95,0,1,1700,0,43 - 55,1,Jihlava
40430,58833,45900,15000.0,"Komerční banka, a.s.",45,Žena,0,78,95,0,1,1700,0,43 - 55,1,Jihlava
40431,58833,45900,15000.0,"Komerční banka, a.s.",45,Žena,0,78,95,0,1,1700,0,43 - 55,1,Jihlava
40432,58833,45900,15000.0,"Komerční banka, a.s.",45,Žena,0,78,95,0,1,1700,0,43 - 55,1,Jihlava
40425,58833,45900,15000.0,"Komerční banka, a.s.",45,Žena,0,78,95,0,1,1700,0,43 - 55,1,Jihlava
40435,58833,45900,15000.0,"Komerční banka, a.s.",45,Žena,0,78,95,0,1,1700,0,43 - 55,1,Jihlava
34299,19300,33000,7000.0,"Komerční banka, a.s.",57,Muž,0,194,85,0,1,1700,0,56 - 68,0,Hlavní město Praha
43387,33701,95000,15000.0,"Česká spořitelna, a.s.",49,Muž,0,77,91,0,1,1700,0,43 - 55,0,Rokycany
43388,33701,95000,15000.0,"Česká spořitelna, a.s.",49,Muž,0,77,91,0,1,1700,0,43 - 55,0,Rokycany
43389,33701,95000,15000.0,"Česká spořitelna, a.s.",49,Muž,0,77,91,0,1,1700,0,43 - 55,0,Rokycany
36435,78991,32000,15000.0,"Česká spořitelna, a.s.",43,Žena,0,193,93,0,1,1700,0,43 - 55,1,umperk
36436,78991,32000,15000.0,"Česká spořitelna, a.s.",43,Žena,0,193,93,0,1,1700,0,43 - 55,1,umperk
