,CODE_ZIP,AMT_NET_INCOME,AMT_REQUESTED_TICKET,TEXT_BANK,NUM_AGE,TEXT_GENDER,NFLAG_MOBILEDEVICE,CODE_IP_1,NUM_LEVEN_EMAIL,NFLAG_EMAIL_NUMERAL,CNT_REJECTED,NUM_DAYS_CREDIT_HISTORY,TARGET,AGE_RANGE,SCORE,GENDER
1992,16000,20000,15000.0,"Fio banka, a.s.",35,Muž,1,46,92,0,1,5000,0,30 - 42,-118.12408800000048,0
1993,43401,30000,3000.0,Equa bank a.s.,29,Muž,1,46,64,0,1,1500,0,30 - 42,-599.1265879999999,0
1994,28002,28000,8000.0,"Sberbank CZ, a.s.",33,Žena,0,193,94,0,1,1800,0,30 - 42,934.6486000000004,1
1995,53009,27000,10000.0,Air Bank a.s.,33,Muž,1,37,19,0,1,1700,0,30 - 42,1801.6088120000004,0
1996,46604,17000,10000.0,"Česká spořitelna, a.s.",34,Žena,0,109,60,1,1,100,0,30 - 42,3643.5268240000005,1
1997,50003,19000,4000.0,"Československá obchodní banka, a.s.",28,Žena,1,37,37,0,1,750,0,18 - 29,640.1371620000002,1
1998,60200,19000,2000.0,"Komerční banka, a.s.",35,Muž,1,185,20,1,0,4150,0,30 - 42,-4025.586914,0
1999,41145,19600,10000.0,"Česká spořitelna, a.s.",51,Žena,1,88,74,0,1,1000,1,43 - 55,2607.591966000001,1
2000,56002,14500,7000.0,"Česká spořitelna, a.s.",18,Muž,1,82,84,1,1,50,0,18 - 29,2573.656386,0
2001,75643,15000,8000.0,"Komerční banka, a.s.",18,Muž,1,89,75,0,1,0,0,18 - 29,3006.9629120000004,0
2002,47201,20000,5000.0,"Komerční banka, a.s.",19,Muž,0,188,73,0,1,50,0,18 - 29,1821.7093500000003,0
2003,32300,30000,3000.0,Equa bank a.s.,20,Muž,1,109,92,0,1,150,0,18 - 29,955.0109620000002,0
2004,37701,20000,2000.0,"Československá obchodní banka, a.s.",22,Muž,1,37,19,1,1,250,0,18 - 29,464.14378600000003,0
2005,51773,15000,8000.0,"Česká spořitelna, a.s.",19,Žena,1,89,22,0,4,50,0,18 - 29,2949.4022620000005,1
2006,40011,31000,4000.0,"Fio banka, a.s.",35,Muž,1,109,50,0,1,2100,0,30 - 42,-914.0003879999999,0
2007,78335,19000,10000.0,"Československá obchodní banka, a.s.",57,Muž,0,46,86,1,1,7100,0,56 - 68,-4414.745662,0
2008,14300,26000,10000.0,"Česká spořitelna, a.s.",26,Žena,1,37,34,0,1,100,0,18 - 29,3643.5496120000007,1
2009,67102,18000,5000.0,"Česká spořitelna, a.s.",20,Žena,1,193,89,1,1,0,0,18 - 29,1879.5090360000004,1
2010,73601,33000,15000.0,"Česká spořitelna, a.s.",35,Muž,1,89,20,0,1,0,1,30 - 42,5637.940912,0
2011,79081,20000,4000.0,"Česká spořitelna, a.s.",32,Muž,1,185,22,1,1,2350,0,30 - 42,-1201.6955139999998,0
2012,67401,20000,15000.0,"Československá obchodní banka, a.s.",53,Muž,1,78,50,1,1,4200,0,43 - 55,803.0884900000001,0
2013,14100,26600,15000.0,"MONETA Money Bank, a.s.",48,Muž,0,80,94,0,1,3850,0,43 - 55,1205.7740040000008,0
2014,76861,28000,10000.0,Equa bank a.s.,29,Muž,1,89,75,0,1,1100,0,30 - 42,2492.3366120000005,0
2015,58901,18000,15000.0,"Fio banka, a.s.",38,Žena,0,185,93,0,1,0,0,30 - 42,5637.81,1
2016,28201,30000,5000.0,"MONETA Money Bank, a.s.",21,Muž,1,81,94,0,0,1000,0,18 - 29,728.1879120000003,0
2017,27706,20000,15000.0,"Česká spořitelna, a.s.",31,Muž,1,90,19,0,0,1650,0,30 - 42,3738.4394620000003,0
2018,66491,18000,5000.0,"Komerční banka, a.s.",30,Muž,0,83,89,0,1,3550,0,30 - 42,-2207.53615,0
2019,19017,25000,10000.0,"Česká spořitelna, a.s.",42,Žena,0,185,60,0,1,3150,0,43 - 55,132.35310400000026,1
2020,73601,12510,1000.0,Air Bank a.s.,32,Žena,1,193,54,0,1,2150,0,30 - 42,-2099.123038,1
2021,33901,14000,15000.0,"mBank S.A., organizační složka",25,Muž,1,46,46,0,1,700,0,18 - 29,4832.091812,0
2022,25301,21000,6000.0,"Česká spořitelna, a.s.",35,Muž,0,31,46,0,1,0,0,30 - 42,2255.1240000000003,0
2023,63500,14000,10000.0,Air Bank a.s.,73,Muž,1,109,29,0,1,5150,0,69 - 84,-2170.076038,0
2024,70030,18000,10000.0,Air Bank a.s.,20,Žena,1,37,78,1,1,0,0,18 - 29,3758.7790360000004,1
2025,73301,22000,4000.0,"Česká spořitelna, a.s.",27,Muž,0,86,20,0,0,2600,0,18 - 29,-1489.7377999999999,0
2026,79368,15000,10000.0,Equa bank a.s.,66,Žena,0,46,94,0,1,3950,0,56 - 68,-788.5328359999999,1
2027,33203,18299,1000.0,"Česká spořitelna, a.s.",57,Muž,0,88,50,0,1,4600,0,56 - 68,-4919.507286,0
2028,41112,28000,4000.0,"MONETA Money Bank, a.s.",25,Muž,0,109,71,0,3,2150,0,18 - 29,-971.6919499999999,0
2029,41108,40000,10000.0,"Česká spořitelna, a.s.",43,Muž,1,95,71,0,1,1700,0,43 - 55,1801.7428660000005,0
2030,73951,7000,3000.0,"Fio banka, a.s.",21,Žena,1,78,80,0,0,0,0,18 - 29,1127.6929120000002,1
2031,43401,9000,9000.0,Air Bank a.s.,19,Žena,1,109,78,0,1,0,0,18 - 29,3382.8169120000002,1
2032,76331,18500,15000.0,"Komerční banka, a.s.",29,Muž,0,46,59,1,1,550,0,30 - 42,5004.7509740000005,0
2033,60200,11000,5000.0,"Komerční banka, a.s.",29,Žena,0,86,88,1,1,3550,0,30 - 42,-2207.428026,1
2034,41183,16500,10000.0,"MONETA Money Bank, a.s.",43,Žena,1,37,16,1,1,0,0,43 - 55,3758.9130900000005,1
2035,33828,23000,4000.0,"Česká spořitelna, a.s.",23,Muž,0,88,84,1,1,1100,0,18 - 29,237.18982400000027,0
2036,58601,16000,5000.0,"Fio banka, a.s.",29,Žena,0,83,93,0,1,850,0,30 - 42,900.7389500000002,1
2037,40502,38000,10000.0,"Komerční banka, a.s.",45,Muž,1,89,86,0,1,3500,0,43 - 55,-270.4405339999994,0
2038,46871,30000,6000.0,Raiffeisenbank a.s.,19,Žena,1,37,29,0,1,450,0,18 - 29,1737.2090620000004,1
2039,74901,29000,5000.0,"Česká spořitelna, a.s.",46,Žena,1,46,46,0,1,4800,0,43 - 55,-3646.287434,1
2040,74601,14447,5000.0,"Česká spořitelna, a.s.",19,Žena,1,78,75,0,1,0,0,18 - 29,1879.4009120000003,1
2041,58263,23500,10000.0,Air Bank a.s.,23,Muž,1,78,58,0,1,950,0,18 - 29,2665.018562,0
2042,12000,12887,3000.0,"Komerční banka, a.s.",71,Žena,0,86,93,0,1,650,0,69 - 84,379.2735500000001,1
2043,58001,20000,5000.0,"Fio banka, a.s.",53,Žena,0,77,91,0,0,0,0,43 - 55,1879.4040540000003,1
2044,39001,31000,15000.0,"Česká spořitelna, a.s.",27,Žena,1,89,91,0,1,0,1,18 - 29,5637.940912,1
2045,46401,14500,15000.0,"Česká spořitelna, a.s.",43,Žena,0,149,90,0,1,3400,0,43 - 55,1723.8198540000003,1
2046,59501,30000,10000.0,"MONETA Money Bank, a.s.",27,Muž,1,37,87,1,1,1500,1,18 - 29,2031.9595360000003,0
2047,51750,14500,15000.0,"Česká spořitelna, a.s.",61,Žena,1,37,84,1,1,950,1,56 - 68,4544.6152,1
2048,47116,16500,10000.0,Air Bank a.s.,22,Muž,1,37,77,0,1,0,0,18 - 29,3758.6709120000005,0
2049,43601,19000,1000.0,"MONETA Money Bank, a.s.",20,Muž,1,195,43,1,1,0,0,18 - 29,376.09303600000004,0
2050,39156,10500,3000.0,"MONETA Money Bank, a.s.",22,Žena,1,37,31,1,0,1500,0,18 - 29,-599.0184639999998,1
2051,76601,23000,15000.0,Air Bank a.s.,23,Muž,1,46,50,1,1,300,0,18 - 29,5292.685136,0
2052,70800,20000,2000.0,"mBank S.A., organizační složka",25,Muž,0,178,55,0,1,1300,0,18 - 29,-744.8688999999999,0
2053,69603,22000,2000.0,"UniCredit Bank Czech Republic and Slovakia, a.s.",21,Muž,1,78,93,0,1,100,0,18 - 29,636.717612,0
2054,35101,14000,10000.0,Raiffeisenbank a.s.,37,Muž,1,37,91,0,1,0,0,30 - 42,3758.6709120000005,0
2055,70030,25000,3000.0,Equa bank a.s.,23,Muž,0,193,88,0,1,1100,0,18 - 29,-138.77229999999986,0
2056,43401,13500,3000.0,Air Bank a.s.,22,Žena,1,95,59,0,0,0,0,18 - 29,1127.6929120000002,1
2057,17000,15000,2000.0,"Česká spořitelna, a.s.",19,Muž,0,62,50,1,3,0,0,18 - 29,751.8161240000001,0
2058,12000,28000,1000.0,Equa bank a.s.,21,Muž,1,37,31,1,1,950,0,18 - 29,-717.5593140000001,0
2059,73932,27000,3000.0,Raiffeisenbank a.s.,33,Muž,1,86,28,1,1,1500,0,30 - 42,-599.0184639999998,0
2060,73601,20000,2000.0,"Česká spořitelna, a.s.",18,Žena,1,193,91,0,2,0,0,18 - 29,751.838912,1
2061,61800,35000,15000.0,"Česká spořitelna, a.s.",36,Muž,1,86,93,0,1,4900,0,30 - 42,-3.002787999999782,0
2062,38301,14000,1000.0,"Československá obchodní banka, a.s.",20,Muž,1,194,70,0,1,0,0,18 - 29,375.98491200000007,0
2063,69661,38000,10000.0,"mBank S.A., organizační složka",36,Muž,0,109,92,0,1,0,0,30 - 42,3758.5400000000004,0
2064,70800,20000,7000.0,"Československá obchodní banka, a.s.",24,Muž,0,77,60,0,1,1900,0,18 - 29,443.6732999999999,0
2065,14900,25000,10000.0,"Česká spořitelna, a.s.",31,Muž,1,109,72,0,1,350,0,30 - 42,3355.7463620000003,0
2066,73601,40000,10000.0,"mBank S.A., organizační složka",38,Muž,0,78,90,0,1,1450,0,30 - 42,2089.2811500000003,0
2067,73932,18000,2000.0,Equa bank a.s.,20,Muž,1,109,23,0,0,950,0,18 - 29,-341.813438,0
2068,61400,12300,8000.0,"Česká spořitelna, a.s.",21,Žena,1,37,53,1,1,300,1,18 - 29,2661.7071360000004,1
2069,54401,21800,10000.0,"Komerční banka, a.s.",21,Žena,1,89,86,0,1,300,0,18 - 29,3413.3070120000007,1
2070,73925,24000,10000.0,"UniCredit Bank Czech Republic and Slovakia, a.s.",26,Muž,0,89,86,0,1,1000,0,18 - 29,2607.327,0
2071,41201,24000,2000.0,Anonymous Bank,45,Žena,0,86,24,1,1,1900,0,43 - 55,-1435.354522,1
2072,41510,28800,2000.0,"UniCredit Bank Czech Republic and Slovakia, a.s.",26,Žena,1,46,82,1,1,250,0,18 - 29,464.14378600000003,1
2073,10200,19000,1000.0,Equa bank a.s.,27,Muž,1,89,72,0,1,950,0,18 - 29,-717.667438,0
2074,78333,19500,10000.0,"MONETA Money Bank, a.s.",38,Žena,1,90,13,0,1,2350,0,30 - 42,1053.3203620000004,1
2075,74761,26000,10000.0,Equa bank a.s.,51,Muž,1,37,72,0,1,2250,0,43 - 55,1168.5757160000003,0
2076,76802,19000,3000.0,"MONETA Money Bank, a.s.",26,Žena,0,185,95,0,1,1350,0,18 - 29,-426.57555,1
2077,19000,45000,10000.0,Air Bank a.s.,38,Muž,1,46,28,0,1,4350,0,30 - 42,-1249.105638,0
2078,28144,25000,10000.0,"Československá obchodní banka, a.s.",38,Žena,1,37,29,0,1,4350,0,30 - 42,-1249.105638,1
2079,66601,23000,6000.0,"Česká spořitelna, a.s.",30,Muž,0,109,92,0,1,1600,0,30 - 42,413.18320000000017,0
2080,70030,15000,10000.0,Air Bank a.s.,27,Muž,0,193,92,0,1,150,0,18 - 29,3585.8580500000003,0
2081,26801,24000,4000.0,"MONETA Money Bank, a.s.",25,Muž,0,194,72,1,1,1800,0,18 - 29,-568.6592759999996,0
2082,33023,47000,7000.0,Air Bank a.s.,26,Muž,1,37,93,0,1,2350,0,18 - 29,-74.24163799999997,0
2083,75125,21000,15000.0,"Československá obchodní banka, a.s.",37,Muž,0,89,86,0,1,0,0,30 - 42,5637.81,0
2084,74401,25000,7000.0,"Komerční banka, a.s.",37,Žena,1,37,94,0,1,1650,0,30 - 42,731.6074620000002,1
2085,29442,15000,2000.0,"MONETA Money Bank, a.s.",20,Žena,1,95,25,0,1,200,0,18 - 29,521.596312,1
2086,33822,19500,4000.0,"MONETA Money Bank, a.s.",28,Žena,1,89,42,0,1,0,0,18 - 29,1503.5469120000002,1
2087,69101,31000,5000.0,"MONETA Money Bank, a.s.",23,Žena,1,46,72,0,1,1150,0,18 - 29,555.5059620000002,1
2088,19000,42000,15000.0,Raiffeisenbank a.s.,48,Žena,0,84,40,0,1,3150,0,43 - 55,2011.6231040000002,1
2089,73514,26000,7000.0,"MONETA Money Bank, a.s.",31,Žena,1,193,25,0,1,1700,0,30 - 42,674.046812,1
2090,27714,11967,2000.0,"MONETA Money Bank, a.s.",27,Žena,1,31,27,1,1,0,0,18 - 29,751.947036,1
2091,79326,19000,9000.0,Air Bank a.s.,18,Muž,0,78,94,0,1,0,1,18 - 29,3382.686,0
2092,35735,14000,10000.0,Equa bank a.s.,20,Muž,1,77,83,0,1,300,1,18 - 29,3413.3070120000007,0
2093,69501,15000,6000.0,"MONETA Money Bank, a.s.",19,Žena,1,31,74,0,1,0,1,18 - 29,2255.2549120000003,1
2094,51101,19000,8000.0,"UniCredit Bank Czech Republic and Slovakia, a.s.",21,Žena,1,89,85,0,1,50,0,18 - 29,2949.4022620000005,1
2095,50901,41000,10000.0,Air Bank a.s.,30,Muž,1,37,14,0,1,2250,0,30 - 42,1168.4416620000002,0
2096,15000,20000,10000.0,Equa bank a.s.,22,Muž,0,89,67,1,2,0,0,18 - 29,3758.6481240000003,0
2097,33701,50000,15000.0,"Fio banka, a.s.",45,Žena,0,185,16,0,0,150,0,43 - 55,5465.262104,1
2098,35601,12000,15000.0,Air Bank a.s.,30,Žena,1,37,95,0,1,50,0,30 - 42,5580.380262,1
2099,35002,40000,15000.0,"Československá obchodní banka, a.s.",39,Žena,0,109,89,0,1,5050,0,30 - 42,-175.81564999999955,1
2100,34101,26000,15000.0,"Česká spořitelna, a.s.",25,Muž,0,46,36,1,1,1700,0,18 - 29,3680.8560240000006,0
2101,26901,20000,5000.0,"Česká spořitelna, a.s.",24,Muž,1,37,91,1,1,500,0,18 - 29,1303.9025360000005,0
2102,14200,25000,15000.0,Air Bank a.s.,37,Muž,1,37,34,0,1,1950,0,30 - 42,3393.075562,0
2103,67801,39000,10000.0,"Česká spořitelna, a.s.",28,Muž,0,94,89,0,1,350,0,18 - 29,3355.6154500000002,0
2104,33021,25000,5000.0,Raiffeisenbank a.s.,21,Muž,0,212,50,1,1,200,0,18 - 29,1649.1355240000003,0
2105,14900,35000,15000.0,Equa bank a.s.,29,Muž,1,80,91,0,1,2600,1,30 - 42,2644.787112,0
2106,27201,30000,8000.0,Air Bank a.s.,26,Muž,1,46,13,0,1,0,0,18 - 29,3006.9629120000004,0
2107,25262,38000,7000.0,"Česká spořitelna, a.s.",53,Žena,1,37,85,1,1,4900,0,43 - 55,-3009.5926099999997,1
2108,40502,35000,15000.0,"UniCredit Bank Czech Republic and Slovakia, a.s.",45,Žena,0,77,37,0,0,1850,1,43 - 55,3508.2000040000003,1
2109,27325,23000,10000.0,"Česká spořitelna, a.s.",33,Žena,1,37,38,1,1,4050,0,30 - 42,-903.6336139999999,1
2110,78901,19000,10000.0,Air Bank a.s.,20,Muž,1,77,72,0,1,150,1,18 - 29,3585.9889620000004,0
2111,50002,32000,15000.0,"Česká spořitelna, a.s.",37,Muž,1,37,92,0,1,1100,0,30 - 42,4371.606612,0
2112,74601,8000,7000.0,Air Bank a.s.,19,Muž,1,46,9,1,0,0,0,18 - 29,2631.217036,0
2113,10800,20000,2000.0,"Československá obchodní banka, a.s.",52,Žena,1,37,25,0,1,4450,0,43 - 55,-4370.924884,1
2114,17000,19000,2000.0,"Česká spořitelna, a.s.",80,Žena,0,89,95,0,1,4000,1,69 - 84,-3853.144,1
2115,69106,15860,2000.0,"Česká spořitelna, a.s.",22,Muž,1,193,34,1,1,400,0,18 - 29,291.461836,0
2116,50771,25000,3000.0,"Česká spořitelna, a.s.",30,Žena,0,78,94,0,1,1450,0,30 - 42,-541.69685,1
2117,37321,17000,3000.0,"Komerční banka, a.s.",25,Žena,1,178,95,0,1,1300,0,18 - 29,-368.8839879999998,1
2118,39102,29000,10000.0,"UniCredit Bank Czech Republic and Slovakia, a.s.",40,Muž,0,90,90,0,1,5700,0,30 - 42,-2803.3740999999995,0
2119,36272,14000,1000.0,"Česká spořitelna, a.s.",18,Muž,1,77,82,0,3,0,1,18 - 29,375.98491200000007,0
2120,28561,14000,3000.0,"Komerční banka, a.s.",19,Muž,0,37,64,1,1,0,0,18 - 29,1127.6701240000002,0
2121,66463,22000,15000.0,Air Bank a.s.,28,Muž,1,37,20,0,1,2100,0,18 - 29,3220.393612,0
2122,50003,46000,15000.0,"mBank S.A., organizační složka",28,Žena,1,109,28,0,0,950,0,18 - 29,4544.288562,1
2123,60200,26500,3000.0,"Fio banka, a.s.",22,Muž,1,46,92,0,1,550,0,18 - 29,494.5257620000002,0
2124,66701,22000,5000.0,Raiffeisenbank a.s.,32,Muž,1,37,92,0,1,3100,0,30 - 42,-1689.3593879999996,0
2125,37701,23000,6000.0,"Československá obchodní banka, a.s.",26,Muž,1,37,20,1,1,1400,0,18 - 29,643.6648360000002,0
2126,69801,28000,15000.0,"Česká spořitelna, a.s.",26,Muž,0,93,75,0,1,0,0,18 - 29,5637.81,0
2127,77900,20000,15000.0,"Česká spořitelna, a.s.",27,Žena,1,94,94,0,1,2150,0,18 - 29,3162.832962,1
2128,28925,60000,7000.0,"Česká spořitelna, a.s.",25,Muž,1,37,92,0,1,1900,0,18 - 29,443.804212,0
2129,67201,19000,15000.0,"MONETA Money Bank, a.s.",24,Muž,1,92,17,0,1,450,1,18 - 29,5119.895062,0
2130,75002,25000,12000.0,"MONETA Money Bank, a.s.",25,Žena,1,37,95,0,1,1050,0,18 - 29,3301.605262,1
2131,58222,26000,15000.0,"mBank S.A., organizační složka",22,Muž,0,37,93,0,1,650,0,18 - 29,4889.52155,0
2132,55001,24000,15000.0,Raiffeisenbank a.s.,34,Muž,1,185,23,1,1,2050,0,30 - 42,3278.062386,0
2133,75661,20000,10000.0,"MONETA Money Bank, a.s.",25,Muž,1,213,74,1,1,1800,0,18 - 29,1686.5956360000005,0
2134,35002,21000,6000.0,"Sberbank CZ, a.s.",37,Muž,0,193,12,0,1,2300,0,30 - 42,-392.66589999999997,0
2135,56301,19000,5000.0,"MONETA Money Bank, a.s.",21,Muž,1,109,50,0,1,100,0,18 - 29,1764.2796120000003,0
2136,19800,14000,15000.0,"Česká spořitelna, a.s.",30,Muž,1,46,23,1,1,1800,0,30 - 42,3565.8656360000004,0
2137,51741,33000,10000.0,"Komerční banka, a.s.",24,Muž,0,176,64,0,1,950,1,18 - 29,2664.8876500000006,0
2138,27201,35000,15000.0,"Česká spořitelna, a.s.",36,Muž,1,37,59,1,0,0,1,30 - 42,5638.049036,0
2139,66902,25000,5000.0,"Česká spořitelna, a.s.",19,Muž,0,193,85,1,1,0,0,18 - 29,1879.3781240000003,0
2140,54102,7300,5000.0,"Česká spořitelna, a.s.",20,Žena,1,37,64,1,0,0,0,18 - 29,1879.5090360000004,1
2141,73301,27000,4000.0,"Česká spořitelna, a.s.",34,Žena,1,94,20,1,1,1750,0,30 - 42,-510.96771399999966,1
2142,15200,46000,15000.0,Raiffeisenbank a.s.,49,Muž,1,37,60,0,1,900,0,43 - 55,4601.983266,0
2143,25092,17000,5000.0,"Česká spořitelna, a.s.",22,Muž,0,93,94,0,1,0,0,18 - 29,1879.2700000000002,0
2144,35755,17000,15000.0,"MONETA Money Bank, a.s.",22,Žena,1,37,10,0,1,0,0,18 - 29,5637.940912,1
2145,10200,25000,10000.0,Raiffeisenbank a.s.,20,Muž,1,37,93,0,0,50,0,18 - 29,3701.1102620000006,0
2146,32600,21500,15000.0,"MONETA Money Bank, a.s.",23,Žena,1,89,70,0,1,900,0,18 - 29,4601.849212,1
2147,38101,25000,5000.0,"Československá obchodní banka, a.s.",29,Žena,1,178,25,0,1,1150,0,30 - 42,555.5059620000002,1
2148,53321,30000,10000.0,"Česká spořitelna, a.s.",36,Muž,1,37,34,0,1,2150,0,30 - 42,1283.5629620000004,0
2149,28126,16000,2000.0,Equa bank a.s.,29,Žena,1,193,48,0,2,2500,0,30 - 42,-2126.193588,1
2150,10400,21000,8000.0,"Česká spořitelna, a.s.",26,Žena,1,46,47,0,1,1800,0,18 - 29,934.7795120000005,1
2151,14100,16000,3000.0,Air Bank a.s.,39,Žena,1,212,95,0,1,1850,0,30 - 42,-1002.051138,1
2152,79351,18000,4000.0,"Česká spořitelna, a.s.",26,Žena,1,37,88,0,0,2450,0,18 - 29,-1316.9249379999997,1
2153,74601,55000,9000.0,"MONETA Money Bank, a.s.",31,Muž,0,194,91,0,1,2200,0,30 - 42,850.0174000000002,0
2154,63400,20000,10000.0,"Komerční banka, a.s.",25,Žena,1,86,91,0,0,850,0,18 - 29,2780.1398620000004,1
2155,39804,32630,15000.0,"Česká spořitelna, a.s.",28,Muž,1,89,50,1,1,0,1,18 - 29,5638.049036,0
2156,73601,21500,2000.0,Air Bank a.s.,33,Muž,1,89,91,0,1,0,0,30 - 42,751.838912,0
2157,10400,25000,15000.0,Raiffeisenbank a.s.,33,Muž,0,194,92,0,1,2600,0,30 - 42,2644.6562000000004,0
2158,39801,13000,10000.0,"Česká spořitelna, a.s.",26,Žena,1,185,59,0,1,2250,0,18 - 29,1168.4416620000002,1
2159,39001,15000,1000.0,Equa bank a.s.,18,Žena,1,93,93,0,1,0,0,18 - 29,375.98491200000007,1
2160,15500,29000,10000.0,"mBank S.A., organizační složka",34,Muž,0,86,73,0,0,1550,1,30 - 42,1974.1598500000005,0
2161,75621,28000,10000.0,"Československá obchodní banka, a.s.",39,Žena,1,213,40,0,1,4850,0,30 - 42,-1824.7121379999999,1
2162,35751,15000,3000.0,"MONETA Money Bank, a.s.",19,Žena,0,194,94,1,0,0,0,18 - 29,1127.6701240000002,1
2163,18000,35000,2000.0,Air Bank a.s.,26,Muž,1,109,93,0,1,1500,0,18 - 29,-974.980588,0
2164,38451,30000,10000.0,Air Bank a.s.,25,Žena,1,91,50,0,1,2000,0,18 - 29,1456.2449120000006,1
2165,34815,35000,15000.0,"Komerční banka, a.s.",42,Muž,0,212,91,0,1,3200,0,43 - 55,1954.0624540000003,0
2166,53316,10400,3000.0,"Česká spořitelna, a.s.",18,Muž,0,195,13,1,1,0,0,18 - 29,1127.6701240000002,0
2167,70030,6800,15000.0,"Československá obchodní banka, a.s.",18,Muž,1,89,75,1,1,0,0,18 - 29,5638.049036,0
2168,28504,10000,3000.0,"Česká spořitelna, a.s.",21,Žena,1,46,50,1,1,0,0,18 - 29,1127.8010360000003,1
2169,70800,20000,2000.0,"Komerční banka, a.s.",35,Žena,1,37,89,0,1,1700,0,30 - 42,-1205.223188,1
2170,63500,22000,3000.0,Equa bank a.s.,27,Muž,0,91,93,0,0,1350,0,18 - 29,-426.57555,0
2171,10200,42000,8000.0,Raiffeisenbank a.s.,31,Muž,0,89,42,1,1,150,0,30 - 42,2834.258174,0
2172,71000,30000,15000.0,"Česká spořitelna, a.s.",40,Muž,1,89,54,0,1,1700,0,30 - 42,3680.878812,0
2173,76901,16000,7000.0,"Československá obchodní banka, a.s.",36,Žena,0,213,53,1,1,0,0,30 - 42,2631.086124,1
2174,70030,26000,2000.0,"MONETA Money Bank, a.s.",24,Muž,1,37,77,0,1,800,0,18 - 29,-169.131488,0
2175,34802,57000,15000.0,Air Bank a.s.,42,Muž,1,37,15,1,1,4250,0,43 - 55,745.5278400000007,0
2176,57101,40000,10000.0,Equa bank a.s.,27,Muž,1,37,78,0,1,1650,0,18 - 29,1859.1694620000005,0
2177,19016,25000,2000.0,"MONETA Money Bank, a.s.",59,Žena,0,94,90,0,2,2900,0,56 - 68,-2586.591186,1
2178,74731,7000,4000.0,"Československá obchodní banka, a.s.",20,Žena,1,78,94,0,1,250,0,18 - 29,1215.7436620000003,1
2179,43111,23000,2000.0,"Československá obchodní banka, a.s.",24,Muž,1,46,90,0,1,1550,0,18 - 29,-1032.5412379999998,0
2180,74101,23457,2000.0,"MONETA Money Bank, a.s.",23,Muž,1,46,77,0,1,950,0,18 - 29,-341.813438,0
2181,43001,25000,15000.0,"Fio banka, a.s.",35,Žena,0,77,60,1,0,100,0,30 - 42,5522.796824000001,1
2182,78901,28000,15000.0,"MONETA Money Bank, a.s.",29,Muž,1,85,90,0,1,2100,0,30 - 42,3220.393612,0
2183,33203,30000,15000.0,"Česká spořitelna, a.s.",20,Muž,1,46,40,1,1,150,0,18 - 29,5465.367086,0
2184,73601,35000,15000.0,"Fio banka, a.s.",26,Muž,1,193,12,1,1,1300,0,18 - 29,4141.472136,0
2185,68501,25000,4000.0,"Komerční banka, a.s.",27,Muž,1,78,80,1,1,2650,0,18 - 29,-1547.0594139999996,0
2186,73601,24000,15000.0,"MONETA Money Bank, a.s.",34,Muž,1,37,89,0,1,2700,0,30 - 42,2529.6658119999997,0
2187,79401,19500,15000.0,"Československá obchodní banka, a.s.",44,Žena,0,46,40,0,1,1150,0,43 - 55,4314.049104000001,1
2188,27203,17000,4000.0,"Fio banka, a.s.",22,Muž,1,89,38,0,1,50,1,18 - 29,1445.9862620000004,0
2189,59101,25000,5000.0,"MONETA Money Bank, a.s.",49,Žena,0,31,91,0,1,1700,0,43 - 55,-77.65804599999979,1
2190,37901,25000,15000.0,"MONETA Money Bank, a.s.",25,Muž,0,193,50,0,0,850,0,18 - 29,4659.27895,0
2191,70800,23500,3000.0,"MONETA Money Bank, a.s.",18,Muž,1,89,86,1,1,0,0,18 - 29,1127.8010360000003,0
2192,28937,40000,10000.0,"Komerční banka, a.s.",36,Žena,0,213,29,0,0,5400,0,30 - 42,-2458.0102,1
2193,41501,16500,2000.0,Air Bank a.s.,32,Muž,0,188,20,1,1,0,0,30 - 42,751.8161240000001,0
2194,67531,30000,5000.0,"Československá obchodní banka, a.s.",35,Muž,1,109,12,0,0,0,0,30 - 42,1879.4009120000003,0
2195,46825,25000,6000.0,"Česká spořitelna, a.s.",31,Muž,1,78,15,0,3,2400,0,30 - 42,-507.6562879999997,0
2196,73601,26000,7000.0,"Česká spořitelna, a.s.",40,Muž,0,193,20,1,1,3750,0,30 - 42,-1685.962626,0
2197,78901,25000,15000.0,"MONETA Money Bank, a.s.",25,Muž,1,86,70,1,1,800,0,18 - 29,4717.078636,0
2198,27745,6200,3000.0,"Československá obchodní banka, a.s.",27,Žena,0,109,95,0,1,2350,0,18 - 29,-1577.78855,1
2199,26718,20000,6000.0,"Komerční banka, a.s.",26,Muž,1,139,47,1,1,1750,0,18 - 29,240.7402860000002,0
2200,41725,27800,5000.0,Air Bank a.s.,28,Muž,1,37,92,0,0,1250,0,18 - 29,440.38466200000016,0
2201,27601,10000,4000.0,"Československá obchodní banka, a.s.",18,Žena,1,85,94,1,0,0,0,18 - 29,1503.6550360000003,1
2202,68321,18000,15000.0,"UniCredit Bank Czech Republic and Slovakia, a.s.",23,Muž,0,46,91,1,1,1200,0,18 - 29,4256.4625240000005,0
2203,74221,20000,3000.0,"MONETA Money Bank, a.s.",23,Muž,1,37,40,0,1,2000,0,18 - 29,-1174.7330879999997,0
2204,10900,23000,8000.0,Air Bank a.s.,31,Muž,1,37,89,0,1,1850,0,30 - 42,877.2188620000002,0
2205,68604,18000,5000.0,Air Bank a.s.,26,Žena,1,109,77,1,1,300,0,18 - 29,1534.1451360000003,1
